time_s	lane_id	generated_tokens	phase
496.000	gemma4-e2b-q4km-gemma-bin	8192	done
498.000	qwen36-27b-dflash-pflash	8192	done
498.000	qwen36-27b-baseline	5294	decode
498.000	qwen36-35b-a3b-dynamic-strix	8192	done
498.000	mistral-small-4-119b-ud-q4km	5245	decode
498.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
498.000	gemma4-e2b-q4km-gemma-bin	8192	done
500.000	qwen36-27b-dflash-pflash	8192	done
500.000	qwen36-27b-baseline	5318	decode
500.000	qwen36-35b-a3b-dynamic-strix	8192	done
500.000	mistral-small-4-119b-ud-q4km	5269	decode
500.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
500.000	gemma4-e2b-q4km-gemma-bin	8192	done
502.000	qwen36-27b-dflash-pflash	8192	done
502.000	qwen36-27b-baseline	5342	decode
502.000	qwen36-35b-a3b-dynamic-strix	8192	done
502.000	mistral-small-4-119b-ud-q4km	5292	decode
502.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
502.000	gemma4-e2b-q4km-gemma-bin	8192	done
504.000	qwen36-27b-dflash-pflash	8192	done
504.000	qwen36-27b-baseline	5366	decode
504.000	qwen36-35b-a3b-dynamic-strix	8192	done
504.000	mistral-small-4-119b-ud-q4km	5316	decode
504.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
504.000	gemma4-e2b-q4km-gemma-bin	8192	done
506.000	qwen36-27b-dflash-pflash	8192	done
506.000	qwen36-27b-baseline	5391	decode
506.000	qwen36-35b-a3b-dynamic-strix	8192	done
506.000	mistral-small-4-119b-ud-q4km	5340	decode
506.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
506.000	gemma4-e2b-q4km-gemma-bin	8192	done
508.000	qwen36-27b-dflash-pflash	8192	done
508.000	qwen36-27b-baseline	5415	decode
508.000	qwen36-35b-a3b-dynamic-strix	8192	done
508.000	mistral-small-4-119b-ud-q4km	5364	decode
508.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
508.000	gemma4-e2b-q4km-gemma-bin	8192	done
510.000	qwen36-27b-dflash-pflash	8192	done
510.000	qwen36-27b-baseline	5439	decode
510.000	qwen36-35b-a3b-dynamic-strix	8192	done
510.000	mistral-small-4-119b-ud-q4km	5388	decode
510.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
510.000	gemma4-e2b-q4km-gemma-bin	8192	done
512.000	qwen36-27b-dflash-pflash	8192	done
512.000	qwen36-27b-baseline	5463	decode
512.000	qwen36-35b-a3b-dynamic-strix	8192	done
512.000	mistral-small-4-119b-ud-q4km	5411	decode
512.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
512.000	gemma4-e2b-q4km-gemma-bin	8192	done
514.000	qwen36-27b-dflash-pflash	8192	done
514.000	qwen36-27b-baseline	5487	decode
514.000	qwen36-35b-a3b-dynamic-strix	8192	done
514.000	mistral-small-4-119b-ud-q4km	5435	decode
514.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
514.000	gemma4-e2b-q4km-gemma-bin	8192	done
516.000	qwen36-27b-dflash-pflash	8192	done
516.000	qwen36-27b-baseline	5511	decode
516.000	qwen36-35b-a3b-dynamic-strix	8192	done
516.000	mistral-small-4-119b-ud-q4km	5459	decode
516.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
516.000	gemma4-e2b-q4km-gemma-bin	8192	done
518.000	qwen36-27b-dflash-pflash	8192	done
518.000	qwen36-27b-baseline	5535	decode
518.000	qwen36-35b-a3b-dynamic-strix	8192	done
518.000	mistral-small-4-119b-ud-q4km	5483	decode
518.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
518.000	gemma4-e2b-q4km-gemma-bin	8192	done
520.000	qwen36-27b-dflash-pflash	8192	done
520.000	qwen36-27b-baseline	5559	decode
520.000	qwen36-35b-a3b-dynamic-strix	8192	done
520.000	mistral-small-4-119b-ud-q4km	5507	decode
520.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
520.000	gemma4-e2b-q4km-gemma-bin	8192	done
522.000	qwen36-27b-dflash-pflash	8192	done
522.000	qwen36-27b-baseline	5583	decode
522.000	qwen36-35b-a3b-dynamic-strix	8192	done
522.000	mistral-small-4-119b-ud-q4km	5531	decode
522.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
522.000	gemma4-e2b-q4km-gemma-bin	8192	done
524.000	qwen36-27b-dflash-pflash	8192	done
524.000	qwen36-27b-baseline	5607	decode
524.000	qwen36-35b-a3b-dynamic-strix	8192	done
524.000	mistral-small-4-119b-ud-q4km	5554	decode
524.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
524.000	gemma4-e2b-q4km-gemma-bin	8192	done
526.000	qwen36-27b-dflash-pflash	8192	done
526.000	qwen36-27b-baseline	5631	decode
526.000	qwen36-35b-a3b-dynamic-strix	8192	done
526.000	mistral-small-4-119b-ud-q4km	5578	decode
526.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
526.000	gemma4-e2b-q4km-gemma-bin	8192	done
528.000	qwen36-27b-dflash-pflash	8192	done
528.000	qwen36-27b-baseline	5655	decode
528.000	qwen36-35b-a3b-dynamic-strix	8192	done
528.000	mistral-small-4-119b-ud-q4km	5602	decode
528.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
528.000	gemma4-e2b-q4km-gemma-bin	8192	done
530.000	qwen36-27b-dflash-pflash	8192	done
530.000	qwen36-27b-baseline	5680	decode
530.000	qwen36-35b-a3b-dynamic-strix	8192	done
530.000	mistral-small-4-119b-ud-q4km	5626	decode
530.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
530.000	gemma4-e2b-q4km-gemma-bin	8192	done
532.000	qwen36-27b-dflash-pflash	8192	done
532.000	qwen36-27b-baseline	5704	decode
532.000	qwen36-35b-a3b-dynamic-strix	8192	done
532.000	mistral-small-4-119b-ud-q4km	5650	decode
532.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
532.000	gemma4-e2b-q4km-gemma-bin	8192	done
534.000	qwen36-27b-dflash-pflash	8192	done
534.000	qwen36-27b-baseline	5728	decode
534.000	qwen36-35b-a3b-dynamic-strix	8192	done
534.000	mistral-small-4-119b-ud-q4km	5674	decode
534.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
534.000	gemma4-e2b-q4km-gemma-bin	8192	done
536.000	qwen36-27b-dflash-pflash	8192	done
536.000	qwen36-27b-baseline	5752	decode
536.000	qwen36-35b-a3b-dynamic-strix	8192	done
536.000	mistral-small-4-119b-ud-q4km	5697	decode
536.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
536.000	gemma4-e2b-q4km-gemma-bin	8192	done
538.000	qwen36-27b-dflash-pflash	8192	done
538.000	qwen36-27b-baseline	5776	decode
538.000	qwen36-35b-a3b-dynamic-strix	8192	done
538.000	mistral-small-4-119b-ud-q4km	5721	decode
538.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
538.000	gemma4-e2b-q4km-gemma-bin	8192	done
540.000	qwen36-27b-dflash-pflash	8192	done
540.000	qwen36-27b-baseline	5800	decode
540.000	qwen36-35b-a3b-dynamic-strix	8192	done
540.000	mistral-small-4-119b-ud-q4km	5745	decode
540.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
540.000	gemma4-e2b-q4km-gemma-bin	8192	done
542.000	qwen36-27b-dflash-pflash	8192	done
542.000	qwen36-27b-baseline	5824	decode
542.000	qwen36-35b-a3b-dynamic-strix	8192	done
542.000	mistral-small-4-119b-ud-q4km	5769	decode
542.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
542.000	gemma4-e2b-q4km-gemma-bin	8192	done
544.000	qwen36-27b-dflash-pflash	8192	done
544.000	qwen36-27b-baseline	5848	decode
544.000	qwen36-35b-a3b-dynamic-strix	8192	done
544.000	mistral-small-4-119b-ud-q4km	5793	decode
544.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
544.000	gemma4-e2b-q4km-gemma-bin	8192	done
546.000	qwen36-27b-dflash-pflash	8192	done
546.000	qwen36-27b-baseline	5872	decode
546.000	qwen36-35b-a3b-dynamic-strix	8192	done
546.000	mistral-small-4-119b-ud-q4km	5816	decode
546.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
546.000	gemma4-e2b-q4km-gemma-bin	8192	done
548.000	qwen36-27b-dflash-pflash	8192	done
548.000	qwen36-27b-baseline	5896	decode
548.000	qwen36-35b-a3b-dynamic-strix	8192	done
548.000	mistral-small-4-119b-ud-q4km	5840	decode
548.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
548.000	gemma4-e2b-q4km-gemma-bin	8192	done
550.000	qwen36-27b-dflash-pflash	8192	done
550.000	qwen36-27b-baseline	5920	decode
550.000	qwen36-35b-a3b-dynamic-strix	8192	done
550.000	mistral-small-4-119b-ud-q4km	5864	decode
550.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
550.000	gemma4-e2b-q4km-gemma-bin	8192	done
552.000	qwen36-27b-dflash-pflash	8192	done
552.000	qwen36-27b-baseline	5944	decode
552.000	qwen36-35b-a3b-dynamic-strix	8192	done
552.000	mistral-small-4-119b-ud-q4km	5888	decode
552.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
552.000	gemma4-e2b-q4km-gemma-bin	8192	done
554.000	qwen36-27b-dflash-pflash	8192	done
554.000	qwen36-27b-baseline	5969	decode
554.000	qwen36-35b-a3b-dynamic-strix	8192	done
554.000	mistral-small-4-119b-ud-q4km	5912	decode
554.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
554.000	gemma4-e2b-q4km-gemma-bin	8192	done
556.000	qwen36-27b-dflash-pflash	8192	done
556.000	qwen36-27b-baseline	5993	decode
556.000	qwen36-35b-a3b-dynamic-strix	8192	done
556.000	mistral-small-4-119b-ud-q4km	5936	decode
556.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
556.000	gemma4-e2b-q4km-gemma-bin	8192	done
558.000	qwen36-27b-dflash-pflash	8192	done
558.000	qwen36-27b-baseline	6017	decode
558.000	qwen36-35b-a3b-dynamic-strix	8192	done
558.000	mistral-small-4-119b-ud-q4km	5959	decode
558.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
558.000	gemma4-e2b-q4km-gemma-bin	8192	done
560.000	qwen36-27b-dflash-pflash	8192	done
560.000	qwen36-27b-baseline	6041	decode
560.000	qwen36-35b-a3b-dynamic-strix	8192	done
560.000	mistral-small-4-119b-ud-q4km	5983	decode
560.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
560.000	gemma4-e2b-q4km-gemma-bin	8192	done
562.000	qwen36-27b-dflash-pflash	8192	done
562.000	qwen36-27b-baseline	6065	decode
562.000	qwen36-35b-a3b-dynamic-strix	8192	done
562.000	mistral-small-4-119b-ud-q4km	6007	decode
562.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
562.000	gemma4-e2b-q4km-gemma-bin	8192	done
564.000	qwen36-27b-dflash-pflash	8192	done
564.000	qwen36-27b-baseline	6089	decode
564.000	qwen36-35b-a3b-dynamic-strix	8192	done
564.000	mistral-small-4-119b-ud-q4km	6031	decode
564.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
564.000	gemma4-e2b-q4km-gemma-bin	8192	done
566.000	qwen36-27b-dflash-pflash	8192	done
566.000	qwen36-27b-baseline	6113	decode
566.000	qwen36-35b-a3b-dynamic-strix	8192	done
566.000	mistral-small-4-119b-ud-q4km	6055	decode
566.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
566.000	gemma4-e2b-q4km-gemma-bin	8192	done
568.000	qwen36-27b-dflash-pflash	8192	done
568.000	qwen36-27b-baseline	6137	decode
568.000	qwen36-35b-a3b-dynamic-strix	8192	done
568.000	mistral-small-4-119b-ud-q4km	6078	decode
568.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
568.000	gemma4-e2b-q4km-gemma-bin	8192	done
570.000	qwen36-27b-dflash-pflash	8192	done
570.000	qwen36-27b-baseline	6161	decode
570.000	qwen36-35b-a3b-dynamic-strix	8192	done
570.000	mistral-small-4-119b-ud-q4km	6102	decode
570.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
570.000	gemma4-e2b-q4km-gemma-bin	8192	done
572.000	qwen36-27b-dflash-pflash	8192	done
572.000	qwen36-27b-baseline	6185	decode
572.000	qwen36-35b-a3b-dynamic-strix	8192	done
572.000	mistral-small-4-119b-ud-q4km	6126	decode
572.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
572.000	gemma4-e2b-q4km-gemma-bin	8192	done
574.000	qwen36-27b-dflash-pflash	8192	done
574.000	qwen36-27b-baseline	6209	decode
574.000	qwen36-35b-a3b-dynamic-strix	8192	done
574.000	mistral-small-4-119b-ud-q4km	6150	decode
574.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
574.000	gemma4-e2b-q4km-gemma-bin	8192	done
576.000	qwen36-27b-dflash-pflash	8192	done
576.000	qwen36-27b-baseline	6233	decode
576.000	qwen36-35b-a3b-dynamic-strix	8192	done
576.000	mistral-small-4-119b-ud-q4km	6174	decode
576.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
576.000	gemma4-e2b-q4km-gemma-bin	8192	done
578.000	qwen36-27b-dflash-pflash	8192	done
578.000	qwen36-27b-baseline	6258	decode
578.000	qwen36-35b-a3b-dynamic-strix	8192	done
578.000	mistral-small-4-119b-ud-q4km	6198	decode
578.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
578.000	gemma4-e2b-q4km-gemma-bin	8192	done
580.000	qwen36-27b-dflash-pflash	8192	done
580.000	qwen36-27b-baseline	6282	decode
580.000	qwen36-35b-a3b-dynamic-strix	8192	done
580.000	mistral-small-4-119b-ud-q4km	6221	decode
580.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
580.000	gemma4-e2b-q4km-gemma-bin	8192	done
582.000	qwen36-27b-dflash-pflash	8192	done
582.000	qwen36-27b-baseline	6306	decode
582.000	qwen36-35b-a3b-dynamic-strix	8192	done
582.000	mistral-small-4-119b-ud-q4km	6245	decode
582.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
582.000	gemma4-e2b-q4km-gemma-bin	8192	done
584.000	qwen36-27b-dflash-pflash	8192	done
584.000	qwen36-27b-baseline	6330	decode
584.000	qwen36-35b-a3b-dynamic-strix	8192	done
584.000	mistral-small-4-119b-ud-q4km	6269	decode
584.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
584.000	gemma4-e2b-q4km-gemma-bin	8192	done
586.000	qwen36-27b-dflash-pflash	8192	done
586.000	qwen36-27b-baseline	6354	decode
586.000	qwen36-35b-a3b-dynamic-strix	8192	done
586.000	mistral-small-4-119b-ud-q4km	6293	decode
586.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
586.000	gemma4-e2b-q4km-gemma-bin	8192	done
588.000	qwen36-27b-dflash-pflash	8192	done
588.000	qwen36-27b-baseline	6378	decode
588.000	qwen36-35b-a3b-dynamic-strix	8192	done
588.000	mistral-small-4-119b-ud-q4km	6317	decode
588.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
588.000	gemma4-e2b-q4km-gemma-bin	8192	done
590.000	qwen36-27b-dflash-pflash	8192	done
590.000	qwen36-27b-baseline	6402	decode
590.000	qwen36-35b-a3b-dynamic-strix	8192	done
590.000	mistral-small-4-119b-ud-q4km	6340	decode
590.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
590.000	gemma4-e2b-q4km-gemma-bin	8192	done
592.000	qwen36-27b-dflash-pflash	8192	done
592.000	qwen36-27b-baseline	6426	decode
592.000	qwen36-35b-a3b-dynamic-strix	8192	done
592.000	mistral-small-4-119b-ud-q4km	6364	decode
592.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
592.000	gemma4-e2b-q4km-gemma-bin	8192	done
594.000	qwen36-27b-dflash-pflash	8192	done
594.000	qwen36-27b-baseline	6450	decode
594.000	qwen36-35b-a3b-dynamic-strix	8192	done
594.000	mistral-small-4-119b-ud-q4km	6388	decode
594.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
594.000	gemma4-e2b-q4km-gemma-bin	8192	done
596.000	qwen36-27b-dflash-pflash	8192	done
596.000	qwen36-27b-baseline	6474	decode
596.000	qwen36-35b-a3b-dynamic-strix	8192	done
596.000	mistral-small-4-119b-ud-q4km	6412	decode
596.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
596.000	gemma4-e2b-q4km-gemma-bin	8192	done
598.000	qwen36-27b-dflash-pflash	8192	done
598.000	qwen36-27b-baseline	6498	decode
598.000	qwen36-35b-a3b-dynamic-strix	8192	done
598.000	mistral-small-4-119b-ud-q4km	6436	decode
598.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
598.000	gemma4-e2b-q4km-gemma-bin	8192	done
600.000	qwen36-27b-dflash-pflash	8192	done
600.000	qwen36-27b-baseline	6522	decode
600.000	qwen36-35b-a3b-dynamic-strix	8192	done
600.000	mistral-small-4-119b-ud-q4km	6460	decode
600.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
600.000	gemma4-e2b-q4km-gemma-bin	8192	done
602.000	qwen36-27b-dflash-pflash	8192	done
602.000	qwen36-27b-baseline	6547	decode
602.000	qwen36-35b-a3b-dynamic-strix	8192	done
602.000	mistral-small-4-119b-ud-q4km	6483	decode
602.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
602.000	gemma4-e2b-q4km-gemma-bin	8192	done
604.000	qwen36-27b-dflash-pflash	8192	done
604.000	qwen36-27b-baseline	6571	decode
604.000	qwen36-35b-a3b-dynamic-strix	8192	done
604.000	mistral-small-4-119b-ud-q4km	6507	decode
604.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
604.000	gemma4-e2b-q4km-gemma-bin	8192	done
606.000	qwen36-27b-dflash-pflash	8192	done
606.000	qwen36-27b-baseline	6595	decode
606.000	qwen36-35b-a3b-dynamic-strix	8192	done
606.000	mistral-small-4-119b-ud-q4km	6531	decode
606.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
606.000	gemma4-e2b-q4km-gemma-bin	8192	done
608.000	qwen36-27b-dflash-pflash	8192	done
608.000	qwen36-27b-baseline	6619	decode
608.000	qwen36-35b-a3b-dynamic-strix	8192	done
608.000	mistral-small-4-119b-ud-q4km	6555	decode
608.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
608.000	gemma4-e2b-q4km-gemma-bin	8192	done
610.000	qwen36-27b-dflash-pflash	8192	done
610.000	qwen36-27b-baseline	6643	decode
610.000	qwen36-35b-a3b-dynamic-strix	8192	done
610.000	mistral-small-4-119b-ud-q4km	6579	decode
610.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
610.000	gemma4-e2b-q4km-gemma-bin	8192	done
612.000	qwen36-27b-dflash-pflash	8192	done
612.000	qwen36-27b-baseline	6667	decode
612.000	qwen36-35b-a3b-dynamic-strix	8192	done
612.000	mistral-small-4-119b-ud-q4km	6603	decode
612.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
612.000	gemma4-e2b-q4km-gemma-bin	8192	done
614.000	qwen36-27b-dflash-pflash	8192	done
614.000	qwen36-27b-baseline	6691	decode
614.000	qwen36-35b-a3b-dynamic-strix	8192	done
614.000	mistral-small-4-119b-ud-q4km	6626	decode
614.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
614.000	gemma4-e2b-q4km-gemma-bin	8192	done
616.000	qwen36-27b-dflash-pflash	8192	done
616.000	qwen36-27b-baseline	6715	decode
616.000	qwen36-35b-a3b-dynamic-strix	8192	done
616.000	mistral-small-4-119b-ud-q4km	6650	decode
616.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
616.000	gemma4-e2b-q4km-gemma-bin	8192	done
618.000	qwen36-27b-dflash-pflash	8192	done
618.000	qwen36-27b-baseline	6739	decode
618.000	qwen36-35b-a3b-dynamic-strix	8192	done
618.000	mistral-small-4-119b-ud-q4km	6674	decode
618.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
618.000	gemma4-e2b-q4km-gemma-bin	8192	done
620.000	qwen36-27b-dflash-pflash	8192	done
620.000	qwen36-27b-baseline	6763	decode
620.000	qwen36-35b-a3b-dynamic-strix	8192	done
620.000	mistral-small-4-119b-ud-q4km	6698	decode
620.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
620.000	gemma4-e2b-q4km-gemma-bin	8192	done
622.000	qwen36-27b-dflash-pflash	8192	done
622.000	qwen36-27b-baseline	6787	decode
622.000	qwen36-35b-a3b-dynamic-strix	8192	done
622.000	mistral-small-4-119b-ud-q4km	6722	decode
622.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
622.000	gemma4-e2b-q4km-gemma-bin	8192	done
624.000	qwen36-27b-dflash-pflash	8192	done
624.000	qwen36-27b-baseline	6812	decode
624.000	qwen36-35b-a3b-dynamic-strix	8192	done
624.000	mistral-small-4-119b-ud-q4km	6745	decode
624.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
624.000	gemma4-e2b-q4km-gemma-bin	8192	done
626.000	qwen36-27b-dflash-pflash	8192	done
626.000	qwen36-27b-baseline	6836	decode
626.000	qwen36-35b-a3b-dynamic-strix	8192	done
626.000	mistral-small-4-119b-ud-q4km	6769	decode
626.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
626.000	gemma4-e2b-q4km-gemma-bin	8192	done
628.000	qwen36-27b-dflash-pflash	8192	done
628.000	qwen36-27b-baseline	6860	decode
628.000	qwen36-35b-a3b-dynamic-strix	8192	done
628.000	mistral-small-4-119b-ud-q4km	6793	decode
628.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
628.000	gemma4-e2b-q4km-gemma-bin	8192	done
630.000	qwen36-27b-dflash-pflash	8192	done
630.000	qwen36-27b-baseline	6884	decode
630.000	qwen36-35b-a3b-dynamic-strix	8192	done
630.000	mistral-small-4-119b-ud-q4km	6817	decode
630.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
630.000	gemma4-e2b-q4km-gemma-bin	8192	done
632.000	qwen36-27b-dflash-pflash	8192	done
632.000	qwen36-27b-baseline	6908	decode
632.000	qwen36-35b-a3b-dynamic-strix	8192	done
632.000	mistral-small-4-119b-ud-q4km	6841	decode
632.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
632.000	gemma4-e2b-q4km-gemma-bin	8192	done
634.000	qwen36-27b-dflash-pflash	8192	done
634.000	qwen36-27b-baseline	6932	decode
634.000	qwen36-35b-a3b-dynamic-strix	8192	done
634.000	mistral-small-4-119b-ud-q4km	6865	decode
634.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
634.000	gemma4-e2b-q4km-gemma-bin	8192	done
636.000	qwen36-27b-dflash-pflash	8192	done
636.000	qwen36-27b-baseline	6956	decode
636.000	qwen36-35b-a3b-dynamic-strix	8192	done
636.000	mistral-small-4-119b-ud-q4km	6888	decode
636.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
636.000	gemma4-e2b-q4km-gemma-bin	8192	done
638.000	qwen36-27b-dflash-pflash	8192	done
638.000	qwen36-27b-baseline	6980	decode
638.000	qwen36-35b-a3b-dynamic-strix	8192	done
638.000	mistral-small-4-119b-ud-q4km	6912	decode
638.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
638.000	gemma4-e2b-q4km-gemma-bin	8192	done
640.000	qwen36-27b-dflash-pflash	8192	done
640.000	qwen36-27b-baseline	7004	decode
640.000	qwen36-35b-a3b-dynamic-strix	8192	done
640.000	mistral-small-4-119b-ud-q4km	6936	decode
640.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
640.000	gemma4-e2b-q4km-gemma-bin	8192	done
642.000	qwen36-27b-dflash-pflash	8192	done
642.000	qwen36-27b-baseline	7028	decode
642.000	qwen36-35b-a3b-dynamic-strix	8192	done
642.000	mistral-small-4-119b-ud-q4km	6960	decode
642.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
642.000	gemma4-e2b-q4km-gemma-bin	8192	done
644.000	qwen36-27b-dflash-pflash	8192	done
644.000	qwen36-27b-baseline	7052	decode
644.000	qwen36-35b-a3b-dynamic-strix	8192	done
644.000	mistral-small-4-119b-ud-q4km	6984	decode
644.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
644.000	gemma4-e2b-q4km-gemma-bin	8192	done
646.000	qwen36-27b-dflash-pflash	8192	done
646.000	qwen36-27b-baseline	7076	decode
646.000	qwen36-35b-a3b-dynamic-strix	8192	done
646.000	mistral-small-4-119b-ud-q4km	7007	decode
646.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
646.000	gemma4-e2b-q4km-gemma-bin	8192	done
648.000	qwen36-27b-dflash-pflash	8192	done
648.000	qwen36-27b-baseline	7101	decode
648.000	qwen36-35b-a3b-dynamic-strix	8192	done
648.000	mistral-small-4-119b-ud-q4km	7031	decode
648.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
648.000	gemma4-e2b-q4km-gemma-bin	8192	done
650.000	qwen36-27b-dflash-pflash	8192	done
650.000	qwen36-27b-baseline	7125	decode
650.000	qwen36-35b-a3b-dynamic-strix	8192	done
650.000	mistral-small-4-119b-ud-q4km	7055	decode
650.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
650.000	gemma4-e2b-q4km-gemma-bin	8192	done
652.000	qwen36-27b-dflash-pflash	8192	done
652.000	qwen36-27b-baseline	7149	decode
652.000	qwen36-35b-a3b-dynamic-strix	8192	done
652.000	mistral-small-4-119b-ud-q4km	7079	decode
652.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
652.000	gemma4-e2b-q4km-gemma-bin	8192	done
654.000	qwen36-27b-dflash-pflash	8192	done
654.000	qwen36-27b-baseline	7173	decode
654.000	qwen36-35b-a3b-dynamic-strix	8192	done
654.000	mistral-small-4-119b-ud-q4km	7103	decode
654.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
654.000	gemma4-e2b-q4km-gemma-bin	8192	done
656.000	qwen36-27b-dflash-pflash	8192	done
656.000	qwen36-27b-baseline	7197	decode
656.000	qwen36-35b-a3b-dynamic-strix	8192	done
656.000	mistral-small-4-119b-ud-q4km	7127	decode
656.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
656.000	gemma4-e2b-q4km-gemma-bin	8192	done
658.000	qwen36-27b-dflash-pflash	8192	done
658.000	qwen36-27b-baseline	7221	decode
658.000	qwen36-35b-a3b-dynamic-strix	8192	done
658.000	mistral-small-4-119b-ud-q4km	7150	decode
658.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
658.000	gemma4-e2b-q4km-gemma-bin	8192	done
660.000	qwen36-27b-dflash-pflash	8192	done
660.000	qwen36-27b-baseline	7245	decode
660.000	qwen36-35b-a3b-dynamic-strix	8192	done
660.000	mistral-small-4-119b-ud-q4km	7174	decode
660.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
660.000	gemma4-e2b-q4km-gemma-bin	8192	done
662.000	qwen36-27b-dflash-pflash	8192	done
662.000	qwen36-27b-baseline	7269	decode
662.000	qwen36-35b-a3b-dynamic-strix	8192	done
662.000	mistral-small-4-119b-ud-q4km	7198	decode
662.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
662.000	gemma4-e2b-q4km-gemma-bin	8192	done
664.000	qwen36-27b-dflash-pflash	8192	done
664.000	qwen36-27b-baseline	7293	decode
664.000	qwen36-35b-a3b-dynamic-strix	8192	done
664.000	mistral-small-4-119b-ud-q4km	7222	decode
664.000	gemma4-26b-a4b-q4km-gemma-bin	8192	done
664.000	gemma4-e2b-q4km-gemma-bin	8192	done
666.000	qwen36-27b-dflash-pflash	8192	done
666.000	qwen36-27b-baseline	7317	decode
666.000	qwen36-35b-a3b-dynamic-strix	8192	done
